W/T,imageID,C,style,sex,surveyID,train/vali,R_id
W,16503,70,hippie,M,080313,vali,
W,07025,10,sportivecasual,M,012697,vali,
W,41444,60,space,W,158606,vali,64746.0
W,04268,70,hippie,M,055862,vali,
W,16747,00,metrosexual,M,151623,vali,64522.0
W,07490,80,powersuit,W,133583,vali,63712.0
W,16269,80,bold,M,026813,vali,
W,06502,80,bodyconscious,W,044559,vali,
W,23900,50,ivy,M,146686,vali,64295.0
W,29658,90,hiphop,M,234316,vali,68042.0
W,16915,10,sportivecasual,M,030625,vali,
W,16393,80,bold,M,146139,vali,64280.0
W,16690,60,mods,M,151061,vali,64504.0
W,12128,80,bold,M,036198,vali,
W,16047,70,hippie,M,137050,vali,63861.0
W,04927,50,feminine,W,003166,vali,
W,06525,60,mods,M,114445,vali,62868.0
W,29381,90,hiphop,M,180236,vali,65437.0
W,05868,50,ivy,M,027310,vali,
W,09698,19,genderless,W,134337,vali,63729.0
W,11912,50,feminine,W,128844,vali,63556.0
W,03522,80,powersuit,W,129833,vali,63578.0
W,26288,70,hippie,M,149386,vali,64437.0
W,06148,50,ivy,M,141093,vali,64054.0
W,16501,70,hippie,M,122226,vali,63405.0
W,16281,70,hippie,M,020851,vali,
T,04629,90,hiphop,W,206108,vali,66796.0
W,05181,50,feminine,W,128092,vali,63537.0
W,08837,10,sportivecasual,W,105725,vali,61974.0
W,14488,60,minimal,W,076598,vali,
T,16466,10,sportivecasual,M,055714,vali,
W,28338,80,powersuit,W,154046,vali,64598.0
W,02651,50,feminine,W,119771,vali,63336.0
W,15225,00,metrosexual,M,120412,vali,63361.0
W,18202,60,minimal,W,200458,vali,66589.0
W,26393,50,ivy,M,021411,vali,
W,18353,80,powersuit,W,124913,vali,63465.0
W,05941,60,popart,W,009075,vali,
W,26179,60,mods,M,012684,vali,
W,19967,50,feminine,W,135485,vali,63759.0
W,14468,10,sportivecasual,W,006319,vali,
T,05979,10,sportivecasual,W,020358,vali,
T,00804,50,classic,W,210071,vali,66918.0
W,07238,90,hiphop,M,015115,vali,
W,12904,50,ivy,M,116937,vali,63095.0
W,24517,70,hippie,M,121116,vali,63377.0
W,08866,10,sportivecasual,W,116554,vali,63057.0
W,09156,50,ivy,M,107066,vali,62154.0
W,03536,70,military,W,020124,vali,
W,19267,70,disco,W,110942,vali,62525.0
W,16295,70,hippie,M,126820,vali,63508.0
W,02936,00,metrosexual,M,136720,vali,63842.0
W,44918,60,minimal,W,034473,vali,
W,17347,00,metrosexual,M,217890,vali,67315.0
W,21992,60,minimal,W,160093,vali,64778.0
W,16281,70,hippie,M,027121,vali,
W,16075,80,bold,M,121697,vali,63392.0
W,02816,60,mods,M,213977,vali,67098.0
T,05526,50,classic,W,062005,vali,
W,15362,60,mods,M,098844,vali,
W,23899,19,normcore,M,149883,vali,64460.0
W,14777,80,powersuit,W,136008,vali,63780.0
W,10429,60,minimal,W,177101,vali,65258.0
W,13973,90,lingerie,W,002446,vali,
W,24573,00,metrosexual,M,020144,vali,
W,09119,60,mods,M,122050,vali,63401.0
T,16067,60,mods,M,214465,vali,67114.0
W,16503,70,hippie,M,121688,vali,63392.0
W,06148,50,ivy,M,030694,vali,
T,16067,60,mods,M,036254,vali,
W,02557,00,ecology,W,123300,vali,63430.0
W,16104,60,mods,M,199227,vali,66553.0
T,06739,10,sportivecasual,M,248802,vali,68808.0
W,15404,50,ivy,M,036860,vali,
W,65122,10,sportivecasual,W,178155,vali,65320.0
W,24628,70,hippie,M,200977,vali,66609.0
W,10844,60,mods,M,070553,vali,
W,12725,70,hippie,M,122076,vali,63401.0
W,30290,50,ivy,M,030990,vali,
W,32800,60,mods,M,024631,vali,
W,06533,60,mods,M,021153,vali,
W,15508,60,mods,M,088495,vali,
W,13354,50,feminine,W,010611,vali,
T,00253,60,popart,W,144566,vali,64213.0
W,06590,90,hiphop,M,143869,vali,64194.0
T,21986,70,hippie,M,021088,vali,
W,14777,80,powersuit,W,135638,vali,63762.0
T,05892,90,hiphop,W,039038,vali,
W,00073,50,ivy,M,125567,vali,63481.0
W,12128,80,bold,M,121680,vali,63392.0
W,13510,80,powersuit,W,072722,vali,
W,05312,80,bodyconscious,W,012487,vali,
W,29897,60,mods,M,089567,vali,
W,02095,60,popart,W,034609,vali,
W,06533,60,mods,M,208962,vali,66879.0
W,24696,80,bold,M,076143,vali,
W,12773,50,ivy,M,010990,vali,
W,15503,70,hippie,M,143075,vali,64152.0
W,06531,60,mods,M,045497,vali,
T,04101,10,sportivecasual,W,129409,vali,63568.0
W,10781,60,mods,M,068332,vali,
W,30403,60,mods,M,198661,vali,66539.0
W,47169,70,hippie,W,112112,vali,62616.0
W,03003,19,normcore,M,101942,vali,61493.0
W,00004,50,ivy,M,153260,vali,64575.0
W,06786,70,hippie,M,027046,vali,
W,34808,10,sportivecasual,W,031129,vali,
W,16541,50,ivy,M,059298,vali,
W,08040,90,kitsch,W,132398,vali,63644.0
W,27138,60,mods,M,098452,vali,
W,09278,70,hippie,M,088512,vali,
W,16541,50,ivy,M,084097,vali,
W,11778,00,oriental,W,086560,vali,
W,25790,90,hiphop,M,149507,vali,64441.0
W,06889,90,hiphop,M,001296,vali,
W,03536,70,military,W,129414,vali,63569.0
W,08862,10,sportivecasual,W,072439,vali,
W,05619,00,ecology,W,129984,vali,63581.0
W,24553,70,hippie,M,144667,vali,64216.0
W,13535,80,powersuit,W,122527,vali,63411.0
W,17202,60,mods,M,118898,vali,63255.0
W,01179,10,sportivecasual,W,133990,vali,63721.0
W,16693,70,hippie,M,114446,vali,62868.0
W,12702,10,sportivecasual,M,088147,vali,
W,03531,19,normcore,W,124317,vali,63453.0
W,10984,50,feminine,W,087077,vali,
W,22783,70,hippie,W,203934,vali,66731.0
W,05653,80,bodyconscious,W,084782,vali,
W,17310,70,hippie,M,212122,vali,67023.0
W,31439,19,normcore,M,011740,vali,
W,02140,10,sportivecasual,W,112939,vali,62728.0
W,10781,60,mods,M,161461,vali,64815.0
T,15662,80,bold,M,064352,vali,
W,14930,50,classic,W,101116,vali,61389.0
W,11610,90,grunge,W,126970,vali,63512.0
W,24647,70,hippie,M,112536,vali,62659.0
W,48687,60,mods,M,055642,vali,
W,26227,90,hiphop,M,176374,vali,65231.0
W,24758,50,ivy,M,154751,vali,64633.0
W,24923,00,metrosexual,M,212621,vali,67045.0
W,00152,50,feminine,W,092563,vali,
W,41448,10,sportivecasual,W,151184,vali,64508.0
W,18546,50,classic,W,129353,vali,63567.0
W,33006,60,mods,M,149410,vali,64437.0
W,19335,50,feminine,W,003691,vali,
W,24643,90,hiphop,M,118818,vali,63249.0
W,03569,10,sportivecasual,W,148384,vali,64367.0
W,06502,80,bodyconscious,W,088463,vali,
T,01123,90,hiphop,M,196752,vali,66469.0
W,26120,19,normcore,M,142756,vali,64132.0
W,05892,10,sportivecasual,M,118336,vali,63195.0
W,03144,50,classic,W,162917,vali,64859.0
W,09551,00,cityglam,W,128832,vali,63556.0
W,28925,90,hiphop,M,041779,vali,
W,12460,60,mods,M,145564,vali,64252.0
W,17478,19,normcore,M,145586,vali,64252.0
W,47546,60,minimal,W,155623,vali,64662.0
W,18878,19,genderless,W,125483,vali,63479.0
W,34027,10,sportivecasual,W,151016,vali,64503.0
W,12312,80,bold,M,147139,vali,64312.0
W,25761,90,hiphop,M,146690,vali,64295.0
W,33240,80,bodyconscious,W,095178,vali,
W,15766,00,metrosexual,M,137544,vali,63910.0
W,02816,60,mods,M,110170,vali,62433.0
W,00033,60,mods,M,137573,vali,63910.0
W,11903,00,oriental,W,133091,vali,63698.0
W,01703,00,metrosexual,M,093383,vali,
W,24152,60,mods,M,145539,vali,64252.0
W,01549,50,ivy,M,000684,vali,
W,16341,60,mods,M,209758,vali,66902.0
W,14783,60,minimal,W,013471,vali,
W,02794,90,hiphop,M,129528,vali,63571.0
W,13278,19,normcore,W,097523,vali,
T,05526,50,classic,W,197620,vali,66506.0
W,29918,19,normcore,M,148260,vali,64359.0
W,27791,00,metrosexual,M,146125,vali,64280.0
W,00540,90,hiphop,M,153805,vali,64592.0
W,06966,19,normcore,M,135862,vali,63769.0
W,12567,60,mods,M,146146,vali,64280.0
W,16704,00,metrosexual,M,206197,vali,66801.0
W,37491,70,military,W,097309,vali,
W,12897,10,sportivecasual,M,006423,vali,
W,10823,50,ivy,M,140977,vali,64050.0
W,23964,60,mods,M,147837,vali,64345.0
W,01853,60,mods,M,068890,vali,
W,09027,60,minimal,W,112219,vali,62625.0
W,07871,00,cityglam,W,084317,vali,
W,09152,60,mods,M,218148,vali,67326.0
W,11024,70,hippie,M,233584,vali,67971.0
W,02651,50,feminine,W,136329,vali,63804.0
W,60184,10,sportivecasual,M,170941,vali,65047.0
W,09737,10,sportivecasual,W,133216,vali,63701.0
W,11067,00,metrosexual,M,085085,vali,
W,07025,10,sportivecasual,M,116150,vali,63038.0
W,02794,90,hiphop,M,139843,vali,63998.0
W,15791,70,hippie,M,001027,vali,
W,24493,70,hippie,M,111332,vali,62548.0
W,08205,70,punk,W,125136,vali,63472.0
W,07811,80,powersuit,W,089014,vali,
W,19158,90,kitsch,W,048041,vali,
W,16505,10,sportivecasual,M,085975,vali,
W,01654,90,hiphop,M,146157,vali,64280.0
W,28480,60,minimal,W,077579,vali,
W,00931,10,sportivecasual,M,151899,vali,64530.0
W,41341,19,lounge,W,153309,vali,64576.0
W,04994,60,popart,W,125468,vali,63479.0
W,17235,60,mods,M,101911,vali,61493.0
W,24553,70,hippie,M,148994,vali,64405.0
W,14691,70,military,W,158741,vali,64749.0
W,00511,90,hiphop,M,226758,vali,67659.0
W,04836,50,feminine,W,142524,vali,64125.0
W,11680,00,cityglam,W,036275,vali,
W,02277,80,bodyconscious,W,102886,vali,61618.0
W,14039,00,cityglam,W,128502,vali,63545.0
W,10820,50,ivy,M,157340,vali,64712.0
W,12309,80,bold,M,021919,vali,
W,12106,80,bold,M,105126,vali,61917.0
W,06533,60,mods,M,205299,vali,66771.0
W,04396,90,hiphop,M,089883,vali,
W,24628,70,hippie,M,040224,vali,
W,13957,80,powersuit,W,130360,vali,63590.0
W,03587,10,sportivecasual,W,128519,vali,63545.0
W,05667,10,athleisure,W,036301,vali,
W,04522,50,ivy,M,122224,vali,63405.0
W,08641,90,hiphop,W,101615,vali,61460.0
W,28925,90,hiphop,M,154522,vali,64621.0
W,29381,90,hiphop,M,153797,vali,64592.0
W,12462,90,hiphop,M,085372,vali,
W,09737,10,sportivecasual,W,085491,vali,
W,15740,70,hippie,M,010959,vali,
W,01559,10,sportivecasual,M,065962,vali,
W,24931,50,ivy,M,152335,vali,64545.0
W,26288,70,hippie,M,080147,vali,
W,08467,80,bodyconscious,W,135471,vali,63759.0
W,04268,70,hippie,M,138072,vali,63927.0
W,15394,70,hippie,M,014074,vali,
W,18249,50,feminine,W,000232,vali,
W,15729,90,hiphop,M,133824,vali,63718.0
W,08913,10,athleisure,W,137403,vali,63899.0
W,15729,90,hiphop,M,146707,vali,64295.0
W,06090,10,athleisure,W,098382,vali,
W,12413,90,hiphop,M,086165,vali,
W,14147,70,disco,W,010630,vali,
W,15843,00,metrosexual,M,137677,vali,63913.0
W,11024,70,hippie,M,120617,vali,63365.0
W,02392,50,feminine,W,119663,vali,63316.0
W,06867,60,mods,M,142742,vali,64132.0
W,01703,00,metrosexual,M,185158,vali,65675.0
W,46907,80,powersuit,W,158675,vali,64747.0
W,00359,90,grunge,W,127789,vali,63530.0
W,12092,80,bold,M,087671,vali,
W,00511,90,hiphop,M,126655,vali,63505.0
W,07643,90,grunge,W,087090,vali,
W,06875,90,hiphop,M,087697,vali,
T,12067,00,oriental,W,149600,vali,64448.0
W,06030,90,hiphop,W,119525,vali,63303.0
W,06557,60,mods,M,147654,vali,64336.0
W,00103,70,hippie,M,046352,vali,
W,05562,10,sportivecasual,W,134805,vali,63742.0
W,10820,50,ivy,M,153051,vali,64569.0
W,05791,10,sportivecasual,W,119669,vali,63316.0
W,17742,80,bold,M,104993,vali,61892.0
W,24103,50,ivy,M,107049,vali,62154.0
W,18353,80,powersuit,W,129423,vali,63569.0
W,06788,60,mods,M,082908,vali,
W,34621,90,kitsch,W,104577,vali,61850.0
W,30403,60,mods,M,070316,vali,
W,00551,19,normcore,M,001041,vali,
W,05181,50,feminine,W,010019,vali,
W,03125,80,bodyconscious,W,018337,vali,
W,10504,00,oriental,W,110929,vali,62525.0
W,04684,90,hiphop,M,228985,vali,67743.0
W,12530,90,hiphop,M,056895,vali,
W,06011,80,powersuit,W,016942,vali,
W,04268,70,hippie,M,026829,vali,
W,03842,50,feminine,W,128513,vali,63545.0
W,03992,70,punk,W,126222,vali,63496.0
W,32800,60,mods,M,113774,vali,62800.0
W,15947,80,bold,M,137084,vali,63861.0
W,22056,70,hippie,W,142134,vali,64103.0
W,12002,60,minimal,W,134751,vali,63740.0
W,10844,60,mods,M,026411,vali,
W,29993,90,hiphop,M,155017,vali,64642.0
W,24573,00,metrosexual,M,012671,vali,
W,13104,50,classic,W,202421,vali,66682.0
W,28314,10,sportivecasual,M,146592,vali,64293.0
W,25202,90,hiphop,M,013358,vali,
W,07369,90,hiphop,M,096759,vali,
W,38489,80,powersuit,W,087863,vali,
W,03624,10,sportivecasual,W,116587,vali,63057.0
W,06895,00,metrosexual,M,141123,vali,64055.0
W,33284,90,kitsch,W,173518,vali,65115.0
W,14706,19,normcore,W,070628,vali,
W,12744,50,ivy,M,046004,vali,
W,06874,90,hiphop,M,088539,vali,
W,29942,50,ivy,M,061320,vali,
W,32257,90,hiphop,M,032435,vali,
W,11495,19,genderless,W,000816,vali,
W,62253,19,lounge,W,174657,vali,65150.0
W,27854,50,ivy,M,095739,vali,
W,12730,00,metrosexual,M,037023,vali,
W,22239,60,space,W,152869,vali,64561.0
W,40642,10,sportivecasual,W,155369,vali,64655.0
W,16698,00,metrosexual,M,202610,vali,66686.0
W,24696,80,bold,M,030391,vali,
W,19960,70,punk,W,029842,vali,
W,02691,60,mods,M,045697,vali,
W,17414,70,hippie,M,136431,vali,63819.0
T,05917,10,sportivecasual,W,012775,vali,
W,00004,50,ivy,M,067526,vali,
W,06531,60,mods,M,005210,vali,
W,03144,50,classic,W,134725,vali,63740.0
W,11659,50,feminine,W,218149,vali,67327.0
W,33329,50,ivy,M,075043,vali,
W,09154,50,ivy,M,133143,vali,63699.0
W,13781,60,minimal,W,003899,vali,
W,12247,80,bold,M,116593,vali,63060.0
W,02820,00,metrosexual,M,054586,vali,
W,06453,10,athleisure,W,126866,vali,63509.0
W,19356,50,feminine,W,128505,vali,63545.0
T,03447,19,normcore,M,044134,vali,
W,34004,80,bold,M,052305,vali,
W,18202,60,minimal,W,130961,vali,63607.0
W,12518,90,hiphop,M,126639,vali,63505.0
W,18057,50,classic,W,120382,vali,63359.0
W,15658,00,metrosexual,M,148788,vali,64397.0
W,14468,10,sportivecasual,W,134129,vali,63724.0
W,30591,50,ivy,M,154293,vali,64607.0
W,06453,10,athleisure,W,097505,vali,
W,25411,70,hippie,M,071903,vali,
W,12412,19,normcore,M,114435,vali,62868.0
W,26634,90,hiphop,M,014524,vali,
W,18353,80,powersuit,W,073707,vali,
W,16690,60,mods,M,154727,vali,64633.0
W,16104,60,mods,M,060357,vali,
W,24758,50,ivy,M,012658,vali,
W,10429,60,minimal,W,112203,vali,62625.0
W,08492,70,punk,W,103912,vali,61743.0
W,10598,60,minimal,W,133623,vali,63713.0
W,02140,10,sportivecasual,W,029887,vali,
W,06860,19,normcore,M,098858,vali,
W,00028,50,ivy,M,001867,vali,
W,17841,80,bold,M,120809,vali,63369.0
W,17539,00,metrosexual,M,121954,vali,63399.0
W,34504,80,bodyconscious,W,099781,vali,
W,35400,80,powersuit,W,200570,vali,66592.0
W,10749,00,ecology,W,106785,vali,62113.0
W,24535,70,hippie,M,094698,vali,
W,14691,70,military,W,104290,vali,61809.0
W,12002,60,minimal,W,129283,vali,63566.0
W,19833,50,ivy,M,142707,vali,64129.0
W,47967,19,normcore,W,154033,vali,64598.0
T,15225,80,bodyconscious,W,212902,vali,67054.0
W,11726,50,feminine,W,024555,vali,
W,08715,90,kitsch,W,087073,vali,
W,24250,90,hiphop,M,147899,vali,64346.0
W,48457,60,minimal,W,044350,vali,
W,12247,80,bold,M,231914,vali,67857.0
W,14512,60,minimal,W,031798,vali,
W,08139,10,athleisure,W,134977,vali,63746.0
W,52521,50,ivy,M,227063,vali,67669.0
W,18205,50,feminine,W,184401,vali,65642.0
W,33002,60,mods,M,174906,vali,65161.0
W,26397,70,hippie,M,156376,vali,64685.0
W,07121,80,bold,M,136520,vali,63825.0
W,16503,70,hippie,M,046808,vali,
W,00004,50,ivy,M,179491,vali,65406.0
W,14914,50,feminine,W,131091,vali,63611.0
W,04522,50,ivy,M,151918,vali,64530.0
W,09027,60,minimal,W,199694,vali,66565.0
W,16538,90,hiphop,M,109243,vali,62349.0
W,32536,70,hippie,M,144242,vali,64206.0
W,46459,80,powersuit,W,092245,vali,
W,26179,60,mods,M,046420,vali,
W,15520,70,hippie,M,038145,vali,
W,00511,90,hiphop,M,009915,vali,
W,12773,50,ivy,M,120532,vali,63363.0
W,17202,60,mods,M,216110,vali,67212.0
W,06186,60,mods,M,039314,vali,
W,00366,60,minimal,W,087095,vali,
W,08862,10,sportivecasual,W,101454,vali,61443.0
W,15192,00,metrosexual,M,150090,vali,64470.0
W,00974,10,sportivecasual,W,004229,vali,
W,08492,70,punk,W,014653,vali,
W,15295,60,mods,M,147862,vali,64345.0
W,17532,70,hippie,M,085174,vali,
W,24543,70,hippie,M,161001,vali,64802.0
W,12154,80,bold,M,001837,vali,
W,04994,60,popart,W,131485,vali,63619.0
W,29918,19,normcore,M,147877,vali,64346.0
W,19945,70,hippie,W,100315,vali,61310.0
W,22623,00,cityglam,W,053638,vali,
W,19207,19,lounge,W,004128,vali,
W,00103,70,hippie,M,091690,vali,
W,08837,10,sportivecasual,W,039657,vali,
W,04522,50,ivy,M,067739,vali,
W,30593,50,ivy,M,148942,vali,64403.0
W,23900,50,ivy,M,159205,vali,64758.0
W,35400,80,powersuit,W,208320,vali,66861.0
W,03717,10,athleisure,W,086553,vali,
W,05979,00,ecology,W,126740,vali,63507.0
W,06864,10,sportivecasual,M,001039,vali,
T,16538,10,sportivecasual,M,022261,vali,
W,00492,50,ivy,M,107099,vali,62155.0
W,03047,80,bold,M,095128,vali,
W,09877,50,ivy,M,122182,vali,63404.0
W,00073,50,ivy,M,121874,vali,63396.0
W,25411,70,hippie,M,055635,vali,
T,07990,60,mods,M,199127,vali,66550.0
W,25406,00,metrosexual,M,151065,vali,64504.0
W,38585,60,mods,M,048653,vali,
W,04245,70,hippie,M,174162,vali,65137.0
W,14783,60,minimal,W,008124,vali,
W,13278,19,normcore,W,116589,vali,63057.0
W,15523,70,hippie,M,146730,vali,64296.0
W,53112,90,lingerie,W,077399,vali,
W,16698,00,metrosexual,M,020961,vali,
W,15440,70,hippie,M,123395,vali,63432.0
W,02816,60,mods,M,067543,vali,
W,07877,70,disco,W,130035,vali,63583.0
W,06190,60,mods,M,030428,vali,
W,07226,90,hiphop,M,091676,vali,
W,47122,80,powersuit,W,058924,vali,
W,29897,60,mods,M,148784,vali,64397.0
T,02908,10,sportivecasual,M,062883,vali,
W,30431,80,powersuit,W,171447,vali,65059.0
W,08008,90,hiphop,W,124156,vali,63450.0
W,06551,60,mods,M,121762,vali,63394.0
W,12298,70,hippie,M,180440,vali,65446.0
W,38585,60,mods,M,062693,vali,
W,02498,50,feminine,W,115322,vali,62932.0
W,14357,70,disco,W,046563,vali,
W,18546,50,classic,W,089415,vali,
W,06883,60,mods,M,094215,vali,
W,13098,70,punk,W,116801,vali,63071.0
W,18057,50,classic,W,127593,vali,63526.0
W,15141,70,hippie,M,143167,vali,64155.0
W,29347,80,bodyconscious,W,145701,vali,64260.0
W,25981,80,bold,M,142885,vali,64145.0
W,24838,70,hippie,M,219233,vali,67410.0
W,17616,70,hippie,M,034818,vali,
W,09089,60,minimal,W,026970,vali,
W,14777,80,powersuit,W,134777,vali,63742.0
W,32034,80,bold,M,177503,vali,65284.0
W,53613,10,sportivecasual,W,009245,vali,
W,30591,50,ivy,M,094696,vali,
W,13359,80,powersuit,W,119674,vali,63316.0
W,01925,10,sportivecasual,W,130786,vali,63601.0
W,17747,80,bold,M,094233,vali,
W,00161,60,space,W,218216,vali,67329.0
W,51514,50,ivy,M,173490,vali,65114.0
W,12564,00,metrosexual,M,054404,vali,
W,18391,50,classic,W,041243,vali,
W,12260,80,bold,M,231955,vali,67857.0
W,32383,00,metrosexual,M,185143,vali,65675.0
W,12668,10,sportivecasual,M,144829,vali,64223.0
W,29693,19,normcore,M,149867,vali,64460.0
W,15910,60,mods,M,055911,vali,
W,24102,60,mods,M,174488,vali,65147.0
W,09307,60,popart,W,133302,vali,63704.0
W,16047,70,hippie,M,070990,vali,
W,17603,50,ivy,M,138078,vali,63927.0
W,17413,00,metrosexual,M,025552,vali,
W,15684,70,hippie,M,105134,vali,61917.0
W,14785,00,cityglam,W,129417,vali,63569.0
T,12067,00,oriental,W,094127,vali,
W,11266,60,popart,W,135461,vali,63759.0
W,12106,80,bold,M,120842,vali,63369.0
W,10558,50,feminine,W,110924,vali,62525.0
W,27828,60,minimal,W,154949,vali,64641.0
W,16047,70,hippie,M,122176,vali,63404.0
W,00028,50,ivy,M,040172,vali,
W,15716,90,hiphop,M,044244,vali,
W,14570,60,minimal,W,087478,vali,
T,05892,90,hiphop,W,228968,vali,67742.0
W,46907,80,powersuit,W,074510,vali,
W,24152,60,mods,M,149034,vali,64405.0
W,09285,00,metrosexual,M,111744,vali,62589.0
W,13163,90,kitsch,W,123007,vali,63424.0
W,06046,10,sportivecasual,W,155853,vali,64670.0
W,17353,50,ivy,M,151951,vali,64531.0
W,11144,00,metrosexual,M,215558,vali,67173.0
W,13535,80,powersuit,W,097828,vali,
W,09182,90,hiphop,M,073774,vali,
W,17202,60,mods,M,086212,vali,
W,17603,50,ivy,M,008398,vali,
W,24250,90,hiphop,M,154530,vali,64621.0
W,13991,00,cityglam,W,087748,vali,
W,33305,60,space,W,152861,vali,64561.0
W,01549,50,ivy,M,068715,vali,
W,13510,80,powersuit,W,083451,vali,
W,01075,10,sportivecasual,W,082536,vali,
W,40642,10,sportivecasual,W,084875,vali,
W,24211,70,hippie,M,073275,vali,
W,04212,50,ivy,M,137655,vali,63913.0
W,23904,50,ivy,M,107157,vali,62168.0
W,09027,60,minimal,W,132386,vali,63644.0
W,14469,60,space,W,096881,vali,
W,38489,80,powersuit,W,171933,vali,65071.0
W,15699,70,hippie,M,014455,vali,
W,05787,10,sportivecasual,W,127616,vali,63526.0
W,39164,00,oriental,W,057929,vali,
W,17413,00,metrosexual,M,093000,vali,
W,08402,90,grunge,W,005942,vali,
W,00624,80,bodyconscious,W,125470,vali,63479.0
W,20593,70,punk,W,154053,vali,64598.0
W,00716,60,minimal,W,005146,vali,
W,02333,90,hiphop,W,127266,vali,63519.0
W,14796,60,minimal,W,002321,vali,
W,27765,60,mods,M,112386,vali,62653.0
W,12530,90,hiphop,M,121781,vali,63394.0
W,10823,50,ivy,M,121334,vali,63381.0
W,17532,70,hippie,M,086188,vali,
W,15520,70,hippie,M,111251,vali,62540.0
W,02736,60,mods,M,116062,vali,63026.0
W,18373,50,classic,W,132101,vali,63636.0
W,49765,50,ivy,M,112352,vali,62653.0
W,30559,50,ivy,M,169228,vali,65004.0
W,09295,50,classic,W,046231,vali,
W,03047,80,bold,M,135858,vali,63769.0
W,00492,50,ivy,M,122049,vali,63401.0
W,12635,70,hippie,M,116196,vali,63042.0
W,19825,70,hippie,W,212609,vali,67044.0
W,15856,60,mods,M,209956,vali,66914.0
W,00804,50,ivy,M,118338,vali,63195.0
W,13254,80,powersuit,W,013951,vali,
T,19820,19,normcore,M,073673,vali,
W,16446,10,sportivecasual,M,122088,vali,63401.0
W,01056,00,cityglam,W,132423,vali,63653.0
W,34027,10,sportivecasual,W,155161,vali,64649.0
W,08886,10,athleisure,W,082028,vali,
W,05258,90,kitsch,W,121385,vali,63383.0
W,62253,19,lounge,W,099810,vali,
W,05619,00,ecology,W,125873,vali,63488.0
W,01105,19,genderless,W,081310,vali,
W,15499,70,hippie,M,138586,vali,63942.0
W,03447,70,military,W,159116,vali,64756.0
W,06000,80,powersuit,W,087496,vali,
W,02837,00,metrosexual,M,125564,vali,63481.0
W,17619,00,metrosexual,M,059328,vali,
W,09154,50,ivy,M,147886,vali,64346.0
W,06090,10,athleisure,W,135150,vali,63750.0
W,29381,90,hiphop,M,076243,vali,
W,17655,80,bold,M,141113,vali,64055.0
W,30593,50,ivy,M,147820,vali,64345.0
W,12462,90,hiphop,M,135072,vali,63748.0
W,47169,70,hippie,W,058698,vali,
W,24647,70,hippie,M,152020,vali,64533.0
W,34027,10,sportivecasual,W,161849,vali,64828.0
W,10066,50,ivy,M,101661,vali,61468.0
W,01075,10,sportivecasual,W,004496,vali,
W,29993,90,hiphop,M,148332,vali,64364.0
W,04463,90,hiphop,M,086207,vali,
W,17305,70,hippie,M,014522,vali,
W,03412,50,classic,W,003578,vali,
W,29990,90,hiphop,M,168792,vali,64994.0
T,03587,10,sportivecasual,M,222441,vali,67515.0
W,01294,10,sportivecasual,W,119486,vali,63303.0
W,15486,00,metrosexual,M,114758,vali,62899.0
W,18737,50,feminine,W,004105,vali,
W,08733,90,grunge,W,123340,vali,63431.0
W,02557,00,ecology,W,122479,vali,63410.0
W,08246,80,bodyconscious,W,132214,vali,63640.0
W,00492,50,ivy,M,137805,vali,63917.0
W,15120,60,mods,M,095059,vali,
W,06797,70,hippie,M,136700,vali,63842.0
T,11680,80,powersuit,W,209850,vali,66907.0
W,00624,80,bodyconscious,W,088588,vali,
W,04233,60,mods,M,027128,vali,
W,09278,70,hippie,M,027501,vali,
W,04638,00,metrosexual,M,155043,vali,64642.0
W,35091,80,powersuit,W,143809,vali,64192.0
W,05876,70,hippie,M,134669,vali,63739.0
W,17532,70,hippie,M,062983,vali,
W,53808,80,bold,M,196768,vali,66469.0
W,12817,50,ivy,M,044490,vali,
W,15508,60,mods,M,144782,vali,64221.0
W,05628,00,cityglam,W,094582,vali,
W,32536,70,hippie,M,208979,vali,66879.0
W,12904,50,ivy,M,015052,vali,
W,58793,00,metrosexual,M,174240,vali,65139.0
W,44918,60,minimal,W,037595,vali,
W,00716,60,minimal,W,128746,vali,63552.0
W,01925,10,sportivecasual,W,124766,vali,63462.0
W,06609,19,normcore,M,088509,vali,
W,00511,90,hiphop,M,077195,vali,
W,18213,10,sportivecasual,W,042225,vali,
W,14225,50,feminine,W,020122,vali,
W,05526,10,sportivecasual,W,152549,vali,64552.0
W,15141,70,hippie,M,207104,vali,66825.0
W,16295,70,hippie,M,194792,vali,66388.0
W,04840,50,feminine,W,235626,vali,68393.0
W,09021,60,minimal,W,135816,vali,63767.0
W,17058,19,normcore,M,154750,vali,64633.0
W,15722,70,hippie,M,025607,vali,
W,53808,80,bold,M,188487,vali,65880.0
W,30988,90,kitsch,W,053603,vali,
W,10768,00,ecology,W,022757,vali,
W,04636,50,ivy,M,135782,vali,63766.0
W,35091,80,powersuit,W,084542,vali,
W,03623,70,punk,W,024083,vali,
W,05175,00,ecology,W,026019,vali,
W,15499,70,hippie,M,234015,vali,68011.0
W,19236,90,grunge,W,080524,vali,
T,05979,10,sportivecasual,W,107667,vali,62196.0
W,01389,10,sportivecasual,W,030028,vali,
W,16699,00,metrosexual,M,121962,vali,63399.0
W,14469,60,space,W,079806,vali,
W,21992,60,minimal,W,166711,vali,64946.0
W,14221,80,bodyconscious,W,133749,vali,63717.0
W,12847,19,normcore,M,147835,vali,64345.0
W,16075,80,bold,M,085847,vali,
W,08886,10,athleisure,W,133084,vali,63698.0
