W/T,imageID,C,style,sex,surveyID,train/vali,R_id,Q5
W,28141,19,normcore,M,183372,vali,65585,1
W,12342,80,bold,M,016842,vali,13142,1
W,11266,60,popart,W,006743,vali,2609,1
T,06860,10,sportivecasual,M,026177,vali,19374,1
W,01933,50,feminine,W,154210,vali,64606,1
W,15440,70,hippie,M,138097,vali,63928,1
W,00709,60,popart,W,039116,vali,24782,1
W,14691,70,military,W,204875,vali,66758,2
W,10125,70,hippie,M,108430,vali,62264,1
W,15140,80,bold,M,030304,vali,21203,1
W,19356,50,feminine,W,069963,vali,50885,1
W,06955,10,sportivecasual,M,135041,vali,63748,1
W,26211,50,ivy,M,015370,vali,11616,2
W,02223,19,normcore,W,113097,vali,62734,2
W,19356,50,feminine,W,217003,vali,67265,1
W,13304,80,powersuit,W,084025,vali,59082,1
T,21986,70,hippie,M,230573,vali,67794,2
W,00299,50,feminine,W,093078,vali,60238,1
W,24931,50,ivy,M,144656,vali,64216,1
W,28719,10,sportivecasual,M,144821,vali,64223,2
W,16281,70,hippie,M,107546,vali,62194,1
W,09182,90,hiphop,M,135761,vali,63766,2
W,24883,00,metrosexual,M,149475,vali,64441,1
W,04463,90,hiphop,M,101923,vali,61493,1
W,07445,80,bodyconscious,W,123015,vali,63424,1
W,06551,60,mods,M,201285,vali,66628,1
W,12817,50,ivy,M,121719,vali,63393,1
W,16516,90,hiphop,M,094059,vali,60434,1
W,12567,60,mods,M,215610,vali,67176,2
W,26120,19,normcore,M,107106,vali,62155,1
W,34621,90,kitsch,W,171917,vali,65071,2
W,16430,90,hiphop,M,040529,vali,25540,1
W,16452,70,hippie,M,034827,vali,23113,1
W,04237,60,mods,M,113539,vali,62779,1
W,16702,00,metrosexual,M,076727,vali,55474,1
W,05979,00,ecology,W,008719,vali,4224,1
W,02170,50,feminine,W,135468,vali,63759,1
W,16375,80,bold,M,073301,vali,53074,1
W,23410,60,minimal,W,160454,vali,64789,2
W,07099,50,ivy,M,020882,vali,17349,2
W,02908,10,sportivecasual,M,093001,vali,60234,2
W,25823,80,bold,M,148761,vali,64397,1
W,01998,90,lingerie,W,125121,vali,63471,2
W,02820,00,metrosexual,M,157828,vali,64723,1
W,26324,70,hippie,M,165605,vali,64923,1
W,12564,00,metrosexual,M,088532,vali,59812,1
W,35091,80,powersuit,W,161838,vali,64828,2
T,03569,19,normcore,M,222442,vali,67515,2
W,09027,60,minimal,W,120999,vali,63374,2
W,24923,00,metrosexual,M,055671,vali,30790,1
T,02946,90,hiphop,M,212830,vali,67053,2
W,10820,50,ivy,M,017553,vali,13904,2
W,15217,00,metrosexual,M,204316,vali,66741,1
W,27854,50,ivy,M,149409,vali,64437,2
W,14888,19,normcore,W,089430,vali,59857,2
W,15791,70,hippie,M,048850,vali,28828,1
W,03663,10,sportivecasual,W,136011,vali,63780,2
W,28203,10,sportivecasual,M,161047,vali,64807,2
W,29063,90,hiphop,M,148946,vali,64403,1
T,06910,50,classic,W,197770,vali,66513,1
W,12599,60,mods,M,148734,vali,64395,1
W,07226,90,hiphop,M,038826,vali,24631,2
W,11163,60,mods,M,115364,vali,62941,1
W,00624,80,bodyconscious,W,132080,vali,63634,1
W,17616,70,hippie,M,149887,vali,64460,1
W,30591,50,ivy,M,149868,vali,64460,2
W,17944,70,hippie,M,031025,vali,21569,1
W,12002,60,minimal,W,178395,vali,65333,1
W,02660,60,mods,M,022415,vali,18443,2
W,15520,70,hippie,M,139857,vali,63998,1
W,34027,10,sportivecasual,W,091953,vali,60065,1
W,12342,80,bold,M,138345,vali,63934,1
W,02345,60,space,W,072175,vali,52399,1
W,19335,50,feminine,W,154010,vali,64598,1
W,52417,00,metrosexual,M,186472,vali,65739,2
W,15658,00,metrosexual,M,162711,vali,64853,1
W,00946,50,ivy,M,028543,vali,20424,2
W,02651,50,feminine,W,134978,vali,63747,1
W,03082,50,feminine,W,020615,vali,17174,1
W,16503,70,hippie,M,080313,vali,58292,1
W,07025,10,sportivecasual,M,012697,vali,7905,1
W,41444,60,space,W,158606,vali,64746,1
W,04268,70,hippie,M,055862,vali,30882,1
W,16747,00,metrosexual,M,151623,vali,64522,1
W,07490,80,powersuit,W,133583,vali,63712,2
W,16269,80,bold,M,026813,vali,19552,1
W,06502,80,bodyconscious,W,044559,vali,27867,2
W,23900,50,ivy,M,146686,vali,64295,1
W,29658,90,hiphop,M,234316,vali,68042,1
W,16915,10,sportivecasual,M,030625,vali,21429,1
W,16393,80,bold,M,146139,vali,64280,1
W,16690,60,mods,M,151061,vali,64504,2
W,12128,80,bold,M,036198,vali,23437,1
W,16047,70,hippie,M,137050,vali,63861,1
W,04927,50,feminine,W,003166,vali,1512,2
W,06525,60,mods,M,114445,vali,62868,2
W,29381,90,hiphop,M,180236,vali,65437,2
W,05868,50,ivy,M,027310,vali,19848,2
W,09698,19,genderless,W,134337,vali,63729,1
W,11912,50,feminine,W,128844,vali,63556,2
W,03522,80,powersuit,W,129833,vali,63578,1
W,26288,70,hippie,M,149386,vali,64437,1
W,06148,50,ivy,M,141093,vali,64054,2
W,16501,70,hippie,M,122226,vali,63405,1
W,16281,70,hippie,M,020851,vali,17349,1
T,04629,90,hiphop,W,206108,vali,66796,1
W,05181,50,feminine,W,128092,vali,63537,2
W,08837,10,sportivecasual,W,105725,vali,61974,2
W,14488,60,minimal,W,076598,vali,55361,2
T,16466,10,sportivecasual,M,055714,vali,30804,1
W,28338,80,powersuit,W,154046,vali,64598,1
W,02651,50,feminine,W,119771,vali,63336,1
W,15225,00,metrosexual,M,120412,vali,63361,1
W,18202,60,minimal,W,200458,vali,66589,1
W,26393,50,ivy,M,021411,vali,17613,1
W,18353,80,powersuit,W,124913,vali,63465,2
W,05941,60,popart,W,009075,vali,4596,2
W,26179,60,mods,M,012684,vali,7905,1
W,19967,50,feminine,W,135485,vali,63759,1
W,14468,10,sportivecasual,W,006319,vali,2337,2
T,05979,10,sportivecasual,W,020358,vali,16581,1
T,00804,50,classic,W,210071,vali,66918,1
W,07238,90,hiphop,M,015115,vali,11246,2
W,12904,50,ivy,M,116937,vali,63095,2
W,24517,70,hippie,M,121116,vali,63377,1
W,08866,10,sportivecasual,W,116554,vali,63057,1
W,09156,50,ivy,M,107066,vali,62154,1
W,03536,70,military,W,020124,vali,16303,1
W,19267,70,disco,W,110942,vali,62525,2
W,16295,70,hippie,M,126820,vali,63508,2
W,02936,00,metrosexual,M,136720,vali,63842,1
W,44918,60,minimal,W,034473,vali,23022,1
W,17347,00,metrosexual,M,217890,vali,67315,1
W,21992,60,minimal,W,160093,vali,64778,1
W,16281,70,hippie,M,027121,vali,19768,1
W,16075,80,bold,M,121697,vali,63392,1
W,02816,60,mods,M,213977,vali,67098,2
T,05526,50,classic,W,062005,vali,38645,2
W,15362,60,mods,M,098844,vali,61157,2
W,23899,19,normcore,M,149883,vali,64460,2
W,14777,80,powersuit,W,136008,vali,63780,2
W,10429,60,minimal,W,177101,vali,65258,2
W,13973,90,lingerie,W,002446,vali,1073,2
W,24573,00,metrosexual,M,020144,vali,16353,1
W,09119,60,mods,M,122050,vali,63401,1
T,16067,60,mods,M,214465,vali,67114,2
W,16503,70,hippie,M,121688,vali,63392,1
W,06148,50,ivy,M,030694,vali,21432,2
T,16067,60,mods,M,036254,vali,23460,2
W,02557,00,ecology,W,123300,vali,63430,2
W,16104,60,mods,M,199227,vali,66553,1
T,06739,10,sportivecasual,M,248802,vali,68808,1
W,15404,50,ivy,M,036860,vali,23702,2
W,65122,10,sportivecasual,W,178155,vali,65320,2
W,24628,70,hippie,M,200977,vali,66609,1
W,10844,60,mods,M,070553,vali,51343,1
W,12725,70,hippie,M,122076,vali,63401,2
W,30290,50,ivy,M,030990,vali,21526,2
W,32800,60,mods,M,024631,vali,18884,2
W,06533,60,mods,M,021153,vali,17465,2
W,15508,60,mods,M,088495,vali,59812,1
W,13354,50,feminine,W,010611,vali,5931,2
T,00253,60,popart,W,144566,vali,64213,1
W,06590,90,hiphop,M,143869,vali,64194,2
T,21986,70,hippie,M,021088,vali,17441,1
W,14777,80,powersuit,W,135638,vali,63762,1
T,05892,90,hiphop,W,039038,vali,24776,2
W,00073,50,ivy,M,125567,vali,63481,2
W,12128,80,bold,M,121680,vali,63392,1
W,13510,80,powersuit,W,072722,vali,52768,1
W,05312,80,bodyconscious,W,012487,vali,7658,1
W,29897,60,mods,M,089567,vali,59868,1
W,02095,60,popart,W,034609,vali,23097,2
W,06533,60,mods,M,208962,vali,66879,2
W,24696,80,bold,M,076143,vali,54939,2
W,12773,50,ivy,M,010990,vali,6479,2
W,15503,70,hippie,M,143075,vali,64152,1
W,06531,60,mods,M,045497,vali,28358,1
T,04101,10,sportivecasual,W,129409,vali,63568,2
W,10781,60,mods,M,068332,vali,49794,1
W,30403,60,mods,M,198661,vali,66539,2
W,47169,70,hippie,W,112112,vali,62616,1
W,03003,19,normcore,M,101942,vali,61493,2
W,00004,50,ivy,M,153260,vali,64575,2
W,06786,70,hippie,M,027046,vali,19745,1
W,34808,10,sportivecasual,W,031129,vali,21599,1
W,16541,50,ivy,M,059298,vali,34157,2
W,08040,90,kitsch,W,132398,vali,63644,2
W,27138,60,mods,M,098452,vali,61109,1
W,09278,70,hippie,M,088512,vali,59812,1
W,16541,50,ivy,M,084097,vali,59083,1
W,11778,00,oriental,W,086560,vali,59506,2
W,25790,90,hiphop,M,149507,vali,64441,2
W,06889,90,hiphop,M,001296,vali,525,1
W,03536,70,military,W,129414,vali,63569,2
W,08862,10,sportivecasual,W,072439,vali,52616,1
W,05619,00,ecology,W,129984,vali,63581,2
W,24553,70,hippie,M,144667,vali,64216,1
W,13535,80,powersuit,W,122527,vali,63411,1
W,17202,60,mods,M,118898,vali,63255,2
W,01179,10,sportivecasual,W,133990,vali,63721,2
W,16693,70,hippie,M,114446,vali,62868,2
W,12702,10,sportivecasual,M,088147,vali,59783,2
W,03531,19,normcore,W,124317,vali,63453,2
W,10984,50,feminine,W,087077,vali,59642,2
W,22783,70,hippie,W,203934,vali,66731,1
W,05653,80,bodyconscious,W,084782,vali,59225,1
W,17310,70,hippie,M,212122,vali,67023,1
W,31439,19,normcore,M,011740,vali,7036,1
W,02140,10,sportivecasual,W,112939,vali,62728,1
W,10781,60,mods,M,161461,vali,64815,1
T,15662,80,bold,M,064352,vali,44117,2
W,14930,50,classic,W,101116,vali,61389,1
W,11610,90,grunge,W,126970,vali,63512,1
W,24647,70,hippie,M,112536,vali,62659,1
W,48687,60,mods,M,055642,vali,30790,1
W,26227,90,hiphop,M,176374,vali,65231,1
W,24758,50,ivy,M,154751,vali,64633,1
W,24923,00,metrosexual,M,212621,vali,67045,1
W,00152,50,feminine,W,092563,vali,60173,2
W,41448,10,sportivecasual,W,151184,vali,64508,2
W,18546,50,classic,W,129353,vali,63567,1
W,33006,60,mods,M,149410,vali,64437,2
W,19335,50,feminine,W,003691,vali,1967,1
W,24643,90,hiphop,M,118818,vali,63249,1
W,03569,10,sportivecasual,W,148384,vali,64367,2
W,06502,80,bodyconscious,W,088463,vali,59808,2
T,01123,90,hiphop,M,196752,vali,66469,2
W,26120,19,normcore,M,142756,vali,64132,2
W,05892,10,sportivecasual,M,118336,vali,63195,2
W,03144,50,classic,W,162917,vali,64859,1
W,09551,00,cityglam,W,128832,vali,63556,1
W,28925,90,hiphop,M,041779,vali,26286,2
W,12460,60,mods,M,145564,vali,64252,1
W,17478,19,normcore,M,145586,vali,64252,1
W,47546,60,minimal,W,155623,vali,64662,1
W,18878,19,genderless,W,125483,vali,63479,1
W,34027,10,sportivecasual,W,151016,vali,64503,1
W,12312,80,bold,M,147139,vali,64312,1
W,25761,90,hiphop,M,146690,vali,64295,1
W,33240,80,bodyconscious,W,095178,vali,60610,2
W,15766,00,metrosexual,M,137544,vali,63910,1
W,02816,60,mods,M,110170,vali,62433,2
W,00033,60,mods,M,137573,vali,63910,2
W,11903,00,oriental,W,133091,vali,63698,1
W,01703,00,metrosexual,M,093383,vali,60270,1
W,24152,60,mods,M,145539,vali,64252,2
W,01549,50,ivy,M,000684,vali,196,2
W,16341,60,mods,M,209758,vali,66902,2
W,14783,60,minimal,W,013471,vali,9096,2
W,02794,90,hiphop,M,129528,vali,63571,1
W,13278,19,normcore,W,097523,vali,60986,1
T,05526,50,classic,W,197620,vali,66506,2
W,29918,19,normcore,M,148260,vali,64359,2
W,27791,00,metrosexual,M,146125,vali,64280,1
W,00540,90,hiphop,M,153805,vali,64592,1
W,06966,19,normcore,M,135862,vali,63769,1
W,12567,60,mods,M,146146,vali,64280,2
W,16704,00,metrosexual,M,206197,vali,66801,1
W,37491,70,military,W,097309,vali,60974,1
W,12897,10,sportivecasual,M,006423,vali,2386,1
W,10823,50,ivy,M,140977,vali,64050,2
W,23964,60,mods,M,147837,vali,64345,2
W,01853,60,mods,M,068890,vali,50038,1
W,09027,60,minimal,W,112219,vali,62625,2
W,07871,00,cityglam,W,084317,vali,59146,1
W,09152,60,mods,M,218148,vali,67326,2
W,11024,70,hippie,M,233584,vali,67971,1
W,02651,50,feminine,W,136329,vali,63804,2
W,60184,10,sportivecasual,M,170941,vali,65047,1
W,09737,10,sportivecasual,W,133216,vali,63701,2
W,11067,00,metrosexual,M,085085,vali,59266,2
W,07025,10,sportivecasual,M,116150,vali,63038,2
W,02794,90,hiphop,M,139843,vali,63998,1
W,15791,70,hippie,M,001027,vali,368,1
W,24493,70,hippie,M,111332,vali,62548,1
W,08205,70,punk,W,125136,vali,63472,1
W,07811,80,powersuit,W,089014,vali,59832,1
W,19158,90,kitsch,W,048041,vali,28749,2
W,16505,10,sportivecasual,M,085975,vali,59448,1
W,01654,90,hiphop,M,146157,vali,64280,1
W,28480,60,minimal,W,077579,vali,56597,1
W,00931,10,sportivecasual,M,151899,vali,64530,2
W,41341,19,lounge,W,153309,vali,64576,1
W,04994,60,popart,W,125468,vali,63479,2
W,17235,60,mods,M,101911,vali,61493,2
W,24553,70,hippie,M,148994,vali,64405,1
W,14691,70,military,W,158741,vali,64749,1
W,00511,90,hiphop,M,226758,vali,67659,1
W,04836,50,feminine,W,142524,vali,64125,2
W,11680,00,cityglam,W,036275,vali,23466,1
W,02277,80,bodyconscious,W,102886,vali,61618,1
W,14039,00,cityglam,W,128502,vali,63545,1
W,10820,50,ivy,M,157340,vali,64712,2
W,12309,80,bold,M,021919,vali,18129,1
W,12106,80,bold,M,105126,vali,61917,1
W,06533,60,mods,M,205299,vali,66771,2
W,04396,90,hiphop,M,089883,vali,59901,1
W,24628,70,hippie,M,040224,vali,25470,2
W,13957,80,powersuit,W,130360,vali,63590,2
W,03587,10,sportivecasual,W,128519,vali,63545,2
W,05667,10,athleisure,W,036301,vali,23466,1
W,04522,50,ivy,M,122224,vali,63405,2
W,08641,90,hiphop,W,101615,vali,61460,1
W,28925,90,hiphop,M,154522,vali,64621,2
W,29381,90,hiphop,M,153797,vali,64592,1
W,12462,90,hiphop,M,085372,vali,59319,1
W,09737,10,sportivecasual,W,085491,vali,59338,2
W,15740,70,hippie,M,010959,vali,6479,1
W,01559,10,sportivecasual,M,065962,vali,46631,2
W,24931,50,ivy,M,152335,vali,64545,1
W,26288,70,hippie,M,080147,vali,58278,1
W,08467,80,bodyconscious,W,135471,vali,63759,1
W,04268,70,hippie,M,138072,vali,63927,1
W,15394,70,hippie,M,014074,vali,9668,2
W,18249,50,feminine,W,000232,vali,30,2
W,15729,90,hiphop,M,133824,vali,63718,1
W,08913,10,athleisure,W,137403,vali,63899,1
W,15729,90,hiphop,M,146707,vali,64295,1
W,06090,10,athleisure,W,098382,vali,61104,1
W,12413,90,hiphop,M,086165,vali,59468,1
W,14147,70,disco,W,010630,vali,5931,1
W,15843,00,metrosexual,M,137677,vali,63913,1
W,11024,70,hippie,M,120617,vali,63365,1
W,02392,50,feminine,W,119663,vali,63316,1
W,06867,60,mods,M,142742,vali,64132,2
W,01703,00,metrosexual,M,185158,vali,65675,2
W,46907,80,powersuit,W,158675,vali,64747,2
W,00359,90,grunge,W,127789,vali,63530,1
W,12092,80,bold,M,087671,vali,59704,2
W,00511,90,hiphop,M,126655,vali,63505,2
W,07643,90,grunge,W,087090,vali,59642,2
W,06875,90,hiphop,M,087697,vali,59704,1
T,12067,00,oriental,W,149600,vali,64448,1
W,06030,90,hiphop,W,119525,vali,63303,2
W,06557,60,mods,M,147654,vali,64336,2
W,00103,70,hippie,M,046352,vali,28503,2
W,05562,10,sportivecasual,W,134805,vali,63742,1
W,10820,50,ivy,M,153051,vali,64569,2
W,05791,10,sportivecasual,W,119669,vali,63316,2
W,17742,80,bold,M,104993,vali,61892,2
W,24103,50,ivy,M,107049,vali,62154,1
W,18353,80,powersuit,W,129423,vali,63569,1
W,06788,60,mods,M,082908,vali,58800,2
W,34621,90,kitsch,W,104577,vali,61850,2
W,30403,60,mods,M,070316,vali,51186,1
W,00551,19,normcore,M,001041,vali,368,2
W,05181,50,feminine,W,010019,vali,5344,2
W,03125,80,bodyconscious,W,018337,vali,14616,1
W,10504,00,oriental,W,110929,vali,62525,1
W,04684,90,hiphop,M,228985,vali,67743,1
W,12530,90,hiphop,M,056895,vali,31811,1
W,06011,80,powersuit,W,016942,vali,13238,2
W,04268,70,hippie,M,026829,vali,19552,2
W,03842,50,feminine,W,128513,vali,63545,2
W,03992,70,punk,W,126222,vali,63496,2
W,32800,60,mods,M,113774,vali,62800,1
W,15947,80,bold,M,137084,vali,63861,2
W,22056,70,hippie,W,142134,vali,64103,1
W,12002,60,minimal,W,134751,vali,63740,1
W,10844,60,mods,M,026411,vali,19421,2
W,29993,90,hiphop,M,155017,vali,64642,2
W,24573,00,metrosexual,M,012671,vali,7905,1
W,13104,50,classic,W,202421,vali,66682,1
W,28314,10,sportivecasual,M,146592,vali,64293,1
W,25202,90,hiphop,M,013358,vali,8915,1
W,07369,90,hiphop,M,096759,vali,60804,2
W,38489,80,powersuit,W,087863,vali,59734,2
W,03624,10,sportivecasual,W,116587,vali,63057,2
W,06895,00,metrosexual,M,141123,vali,64055,2
W,33284,90,kitsch,W,173518,vali,65115,1
W,14706,19,normcore,W,070628,vali,51373,2
W,12744,50,ivy,M,046004,vali,28468,2
W,06874,90,hiphop,M,088539,vali,59812,2
W,29942,50,ivy,M,061320,vali,37493,2
W,32257,90,hiphop,M,032435,vali,22416,1
W,11495,19,genderless,W,000816,vali,289,1
W,62253,19,lounge,W,174657,vali,65150,2
W,27854,50,ivy,M,095739,vali,60689,2
W,12730,00,metrosexual,M,037023,vali,23779,1
W,22239,60,space,W,152869,vali,64561,2
W,40642,10,sportivecasual,W,155369,vali,64655,1
W,16698,00,metrosexual,M,202610,vali,66686,1
W,24696,80,bold,M,030391,vali,21225,1
W,19960,70,punk,W,029842,vali,20768,1
W,02691,60,mods,M,045697,vali,28437,1
W,17414,70,hippie,M,136431,vali,63819,1
T,05917,10,sportivecasual,W,012775,vali,8072,2
W,00004,50,ivy,M,067526,vali,49214,2
W,06531,60,mods,M,005210,vali,2065,2
W,03144,50,classic,W,134725,vali,63740,2
W,11659,50,feminine,W,218149,vali,67327,1
W,33329,50,ivy,M,075043,vali,54264,1
W,09154,50,ivy,M,133143,vali,63699,2
W,13781,60,minimal,W,003899,vali,1978,1
W,12247,80,bold,M,116593,vali,63060,2
W,02820,00,metrosexual,M,054586,vali,30330,2
W,06453,10,athleisure,W,126866,vali,63509,2
W,19356,50,feminine,W,128505,vali,63545,1
T,03447,19,normcore,M,044134,vali,27727,2
W,34004,80,bold,M,052305,vali,29682,1
W,18202,60,minimal,W,130961,vali,63607,1
W,12518,90,hiphop,M,126639,vali,63505,2
W,18057,50,classic,W,120382,vali,63359,2
W,15658,00,metrosexual,M,148788,vali,64397,1
W,14468,10,sportivecasual,W,134129,vali,63724,1
W,30591,50,ivy,M,154293,vali,64607,1
W,06453,10,athleisure,W,097505,vali,60986,2
W,25411,70,hippie,M,071903,vali,52208,1
W,12412,19,normcore,M,114435,vali,62868,2
W,26634,90,hiphop,M,014524,vali,10590,1
W,18353,80,powersuit,W,073707,vali,53362,2
W,16690,60,mods,M,154727,vali,64633,2
W,16104,60,mods,M,060357,vali,35514,1
W,24758,50,ivy,M,012658,vali,7905,1
W,10429,60,minimal,W,112203,vali,62625,2
W,08492,70,punk,W,103912,vali,61743,2
W,10598,60,minimal,W,133623,vali,63713,1
W,02140,10,sportivecasual,W,029887,vali,20768,1
W,06860,19,normcore,M,098858,vali,61157,2
W,00028,50,ivy,M,001867,vali,837,2
W,17841,80,bold,M,120809,vali,63369,1
W,17539,00,metrosexual,M,121954,vali,63399,1
W,34504,80,bodyconscious,W,099781,vali,61250,2
W,35400,80,powersuit,W,200570,vali,66592,1
W,10749,00,ecology,W,106785,vali,62113,1
W,24535,70,hippie,M,094698,vali,60517,1
W,14691,70,military,W,104290,vali,61809,1
W,12002,60,minimal,W,129283,vali,63566,1
W,19833,50,ivy,M,142707,vali,64129,1
W,47967,19,normcore,W,154033,vali,64598,2
T,15225,80,bodyconscious,W,212902,vali,67054,2
W,11726,50,feminine,W,024555,vali,18870,1
W,08715,90,kitsch,W,087073,vali,59642,2
W,24250,90,hiphop,M,147899,vali,64346,1
W,48457,60,minimal,W,044350,vali,27856,2
W,12247,80,bold,M,231914,vali,67857,1
W,14512,60,minimal,W,031798,vali,22267,1
W,08139,10,athleisure,W,134977,vali,63746,1
W,52521,50,ivy,M,227063,vali,67669,1
W,18205,50,feminine,W,184401,vali,65642,1
W,33002,60,mods,M,174906,vali,65161,2
W,26397,70,hippie,M,156376,vali,64685,1
W,07121,80,bold,M,136520,vali,63825,2
W,16503,70,hippie,M,046808,vali,28534,1
W,00004,50,ivy,M,179491,vali,65406,2
W,14914,50,feminine,W,131091,vali,63611,2
W,04522,50,ivy,M,151918,vali,64530,2
W,09027,60,minimal,W,199694,vali,66565,2
W,16538,90,hiphop,M,109243,vali,62349,1
W,32536,70,hippie,M,144242,vali,64206,1
W,46459,80,powersuit,W,092245,vali,60095,1
W,26179,60,mods,M,046420,vali,28507,2
W,15520,70,hippie,M,038145,vali,24345,1
W,00511,90,hiphop,M,009915,vali,5272,2
W,12773,50,ivy,M,120532,vali,63363,2
W,17202,60,mods,M,216110,vali,67212,1
W,06186,60,mods,M,039314,vali,24824,2
W,00366,60,minimal,W,087095,vali,59642,2
W,08862,10,sportivecasual,W,101454,vali,61443,1
W,15192,00,metrosexual,M,150090,vali,64470,1
W,00974,10,sportivecasual,W,004229,vali,1998,1
W,08492,70,punk,W,014653,vali,10654,1
W,15295,60,mods,M,147862,vali,64345,2
W,17532,70,hippie,M,085174,vali,59296,2
W,24543,70,hippie,M,161001,vali,64802,1
W,12154,80,bold,M,001837,vali,837,1
W,04994,60,popart,W,131485,vali,63619,1
W,29918,19,normcore,M,147877,vali,64346,2
W,19945,70,hippie,W,100315,vali,61310,1
W,22623,00,cityglam,W,053638,vali,30010,1
W,19207,19,lounge,W,004128,vali,1993,2
W,00103,70,hippie,M,091690,vali,60036,1
W,08837,10,sportivecasual,W,039657,vali,25040,1
W,04522,50,ivy,M,067739,vali,49561,1
W,30593,50,ivy,M,148942,vali,64403,2
W,23900,50,ivy,M,159205,vali,64758,1
W,35400,80,powersuit,W,208320,vali,66861,1
W,03717,10,athleisure,W,086553,vali,59506,2
W,05979,00,ecology,W,126740,vali,63507,1
W,06864,10,sportivecasual,M,001039,vali,368,2
T,16538,10,sportivecasual,M,022261,vali,18330,1
W,00492,50,ivy,M,107099,vali,62155,1
W,03047,80,bold,M,095128,vali,60589,2
W,09877,50,ivy,M,122182,vali,63404,1
W,00073,50,ivy,M,121874,vali,63396,2
W,25411,70,hippie,M,055635,vali,30790,1
T,07990,60,mods,M,199127,vali,66550,2
W,25406,00,metrosexual,M,151065,vali,64504,1
W,38585,60,mods,M,048653,vali,28801,2
W,04245,70,hippie,M,174162,vali,65137,2
W,14783,60,minimal,W,008124,vali,3752,1
W,13278,19,normcore,W,116589,vali,63057,1
W,15523,70,hippie,M,146730,vali,64296,1
W,53112,90,lingerie,W,077399,vali,56428,1
W,16698,00,metrosexual,M,020961,vali,17366,1
W,15440,70,hippie,M,123395,vali,63432,1
W,02816,60,mods,M,067543,vali,49214,2
W,07877,70,disco,W,130035,vali,63583,1
W,06190,60,mods,M,030428,vali,21241,1
W,07226,90,hiphop,M,091676,vali,60036,2
W,47122,80,powersuit,W,058924,vali,33848,1
W,29897,60,mods,M,148784,vali,64397,2
T,02908,10,sportivecasual,M,062883,vali,41443,2
W,30431,80,powersuit,W,171447,vali,65059,2
W,08008,90,hiphop,W,124156,vali,63450,1
W,06551,60,mods,M,121762,vali,63394,2
W,12298,70,hippie,M,180440,vali,65446,1
W,38585,60,mods,M,062693,vali,41353,1
W,02498,50,feminine,W,115322,vali,62932,1
W,14357,70,disco,W,046563,vali,28522,2
W,18546,50,classic,W,089415,vali,59857,2
W,06883,60,mods,M,094215,vali,60465,1
W,13098,70,punk,W,116801,vali,63071,1
W,18057,50,classic,W,127593,vali,63526,2
W,15141,70,hippie,M,143167,vali,64155,1
W,29347,80,bodyconscious,W,145701,vali,64260,1
W,25981,80,bold,M,142885,vali,64145,1
W,24838,70,hippie,M,219233,vali,67410,1
W,17616,70,hippie,M,034818,vali,23113,1
W,09089,60,minimal,W,026970,vali,19667,2
W,14777,80,powersuit,W,134777,vali,63742,1
W,32034,80,bold,M,177503,vali,65284,1
W,53613,10,sportivecasual,W,009245,vali,4701,2
W,30591,50,ivy,M,094696,vali,60517,2
W,13359,80,powersuit,W,119674,vali,63316,1
W,01925,10,sportivecasual,W,130786,vali,63601,2
W,17747,80,bold,M,094233,vali,60465,2
W,00161,60,space,W,218216,vali,67329,1
W,51514,50,ivy,M,173490,vali,65114,2
W,12564,00,metrosexual,M,054404,vali,30285,2
W,18391,50,classic,W,041243,vali,25931,1
W,12260,80,bold,M,231955,vali,67857,1
W,32383,00,metrosexual,M,185143,vali,65675,2
W,12668,10,sportivecasual,M,144829,vali,64223,2
W,29693,19,normcore,M,149867,vali,64460,1
W,15910,60,mods,M,055911,vali,30902,1
W,24102,60,mods,M,174488,vali,65147,1
W,09307,60,popart,W,133302,vali,63704,1
W,16047,70,hippie,M,070990,vali,51526,1
W,17603,50,ivy,M,138078,vali,63927,1
W,17413,00,metrosexual,M,025552,vali,19125,2
W,15684,70,hippie,M,105134,vali,61917,1
W,14785,00,cityglam,W,129417,vali,63569,2
T,12067,00,oriental,W,094127,vali,60437,1
W,11266,60,popart,W,135461,vali,63759,1
W,12106,80,bold,M,120842,vali,63369,1
W,10558,50,feminine,W,110924,vali,62525,2
W,27828,60,minimal,W,154949,vali,64641,1
W,16047,70,hippie,M,122176,vali,63404,1
W,00028,50,ivy,M,040172,vali,25446,2
W,15716,90,hiphop,M,044244,vali,27779,1
W,14570,60,minimal,W,087478,vali,59685,1
T,05892,90,hiphop,W,228968,vali,67742,2
W,46907,80,powersuit,W,074510,vali,54045,1
W,24152,60,mods,M,149034,vali,64405,1
W,09285,00,metrosexual,M,111744,vali,62589,2
W,13163,90,kitsch,W,123007,vali,63424,2
W,06046,10,sportivecasual,W,155853,vali,64670,2
W,17353,50,ivy,M,151951,vali,64531,2
W,11144,00,metrosexual,M,215558,vali,67173,1
W,13535,80,powersuit,W,097828,vali,61029,2
W,09182,90,hiphop,M,073774,vali,53381,2
W,17202,60,mods,M,086212,vali,59470,2
W,17603,50,ivy,M,008398,vali,4035,1
W,24250,90,hiphop,M,154530,vali,64621,1
W,13991,00,cityglam,W,087748,vali,59717,2
W,33305,60,space,W,152861,vali,64561,2
W,01549,50,ivy,M,068715,vali,49968,1
W,13510,80,powersuit,W,083451,vali,58895,2
W,01075,10,sportivecasual,W,082536,vali,58748,1
W,40642,10,sportivecasual,W,084875,vali,59232,1
